HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.vid_url,Answer.answer,Approve,Reject
3B0MCRZMBR7HYXQFH0DRHVQC2HAPPF,3JEJVC0BACP0ACQ5IL1815R6EAPNK8,Record the start time and stop time of all diving actions in a 1min video,Record the start time and stop time of all diving instances in a ~1min video,"video, segmentation, label",$0.05,Mon Aug 21 11:25:02 PDT 2017,5,BatchId:2913769;OriginalHitTemplateId:920937336;,3600,604800,Mon Aug 28 11:25:02 PDT 2017,,,3570Y55XZQW8HINBV6OPOX0IGB8YGI,A12NZ6P57IUOP0,Submitted,Mon Aug 21 18:57:12 PDT 2017,Mon Aug 21 19:01:56 PDT 2017,Mon Aug 28 19:01:56 PDT 2017,,,,284,0% (0/0),0% (0/0),0% (0/0),http://svcl.ucsd.edu/~yingwei/internal/diving_share/firstphase/video_first10/LNMISxO35S0_029.mp4,"[{""action1"":"""",""action2"":"""",""action3"":"""",""action4"":"""",""athelete_name"":"""",""cam_view"":"""",""position"":"""",""slow_motion"":false,""start_time"":-1,""stop_time"":-1,""dive"":"""",""difficulty"":0,""comment"":"""",""score_time"":-1,""exe_score"":"""",""instances"":[{""cam_view"":""side"",""slow_motion"":false,""stop_time"":13.68,""start_time"":8.67},{""cam_view"":""side"",""slow_motion"":true,""stop_time"":26.95,""start_time"":22.27},{""cam_view"":""side"",""slow_motion"":true,""stop_time"":33.9,""start_time"":27.37}]}]",x,
3B0MCRZMBR7HYXQFH0DRHVQC2HAPPF,3JEJVC0BACP0ACQ5IL1815R6EAPNK8,Record the start time and stop time of all diving actions in a 1min video,Record the start time and stop time of all diving instances in a ~1min video,"video, segmentation, label",$0.05,Mon Aug 21 11:25:02 PDT 2017,5,BatchId:2913769;OriginalHitTemplateId:920937336;,3600,604800,Mon Aug 28 11:25:02 PDT 2017,,,3AWETUDC935MIZ3BHGQBNGM01I5IZM,A2KQHXV49W75I4,Submitted,Mon Aug 21 19:00:24 PDT 2017,Mon Aug 21 19:01:28 PDT 2017,Mon Aug 28 19:01:28 PDT 2017,,,,64,0% (0/0),0% (0/0),0% (0/0),http://svcl.ucsd.edu/~yingwei/internal/diving_share/firstphase/video_first10/LNMISxO35S0_029.mp4,"[{""action1"":"""",""action2"":"""",""action3"":"""",""action4"":"""",""athelete_name"":"""",""cam_view"":"""",""position"":"""",""slow_motion"":false,""start_time"":-1,""stop_time"":-1,""dive"":"""",""difficulty"":0,""comment"":"""",""score_time"":-1,""exe_score"":"""",""instances"":[{""cam_view"":""side"",""slow_motion"":false,""stop_time"":13.14,""start_time"":7.16},{""cam_view"":""front"",""slow_motion"":true,""stop_time"":26.72,""start_time"":22.64},{""cam_view"":""front"",""slow_motion"":true,""stop_time"":32.92,""start_time"":27.62}]}]",x,
3B0MCRZMBR7HYXQFH0DRHVQC2HAPPF,3JEJVC0BACP0ACQ5IL1815R6EAPNK8,Record the start time and stop time of all diving actions in a 1min video,Record the start time and stop time of all diving instances in a ~1min video,"video, segmentation, label",$0.05,Mon Aug 21 11:25:02 PDT 2017,5,BatchId:2913769;OriginalHitTemplateId:920937336;,3600,604800,Mon Aug 28 11:25:02 PDT 2017,,,3MMN5BL1W0H7TPM9HOTUB8O23WO3MO,A2H9COVN7HMNLL,Submitted,Mon Aug 21 18:11:38 PDT 2017,Mon Aug 21 18:12:53 PDT 2017,Mon Aug 28 18:12:53 PDT 2017,,,,75,100% (1/1),100% (1/1),100% (1/1),http://svcl.ucsd.edu/~yingwei/internal/diving_share/firstphase/video_first10/LNMISxO35S0_029.mp4,"[{""action1"":"""",""action2"":"""",""action3"":"""",""action4"":"""",""athelete_name"":"""",""cam_view"":"""",""position"":"""",""slow_motion"":false,""start_time"":-1,""stop_time"":-1,""dive"":"""",""difficulty"":0,""comment"":"""",""score_time"":-1,""exe_score"":"""",""instances"":[{""cam_view"":""front"",""slow_motion"":false,""stop_time"":15.69,""start_time"":10.28},{""cam_view"":""front"",""slow_motion"":false,""stop_time"":15.62,""start_time"":10.01},{""cam_view"":""front"",""slow_motion"":false,""stop_time"":15.95,""start_time"":11.51}]}]",,You only label one or less instance which doesn't meet our demand.
3B0MCRZMBR7HYXQFH0DRHVQC2HAPPF,3JEJVC0BACP0ACQ5IL1815R6EAPNK8,Record the start time and stop time of all diving actions in a 1min video,Record the start time and stop time of all diving instances in a ~1min video,"video, segmentation, label",$0.05,Mon Aug 21 11:25:02 PDT 2017,5,BatchId:2913769;OriginalHitTemplateId:920937336;,3600,604800,Mon Aug 28 11:25:02 PDT 2017,,,3MTMREQS4WV3IMF8U5ER7E4Z78CWAM,A1A8MV3CZHDADG,Submitted,Mon Aug 21 15:17:45 PDT 2017,Mon Aug 21 15:19:27 PDT 2017,Mon Aug 28 15:19:27 PDT 2017,,,,102,0% (0/0),0% (0/0),0% (0/0),http://svcl.ucsd.edu/~yingwei/internal/diving_share/firstphase/video_first10/LNMISxO35S0_029.mp4,"[{""action1"":"""",""action2"":"""",""action3"":"""",""action4"":"""",""athelete_name"":"""",""cam_view"":"""",""position"":"""",""slow_motion"":false,""start_time"":-1,""stop_time"":-1,""dive"":"""",""difficulty"":0,""comment"":"""",""score_time"":-1,""exe_score"":"""",""instances"":[{""cam_view"":""side"",""slow_motion"":false,""stop_time"":12.5,""start_time"":9.15},{""cam_view"":""front"",""slow_motion"":true,""stop_time"":26.62,""start_time"":22.54},{""cam_view"":""front"",""slow_motion"":true,""stop_time"":33.03,""start_time"":27.6}]}]",x,
3B0MCRZMBR7HYXQFH0DRHVQC2HAPPF,3JEJVC0BACP0ACQ5IL1815R6EAPNK8,Record the start time and stop time of all diving actions in a 1min video,Record the start time and stop time of all diving instances in a ~1min video,"video, segmentation, label",$0.05,Mon Aug 21 11:25:02 PDT 2017,5,BatchId:2913769;OriginalHitTemplateId:920937336;,3600,604800,Mon Aug 28 11:25:02 PDT 2017,,,3QUO65DNQV1FSMK49O48QL37B9JUOY,A1GQ7RCLMXLYV0,Submitted,Mon Aug 21 17:03:52 PDT 2017,Mon Aug 21 17:05:12 PDT 2017,Mon Aug 28 17:05:12 PDT 2017,,,,80,100% (16/16),100% (16/16),100% (16/16),http://svcl.ucsd.edu/~yingwei/internal/diving_share/firstphase/video_first10/LNMISxO35S0_029.mp4,"[{""action1"":"""",""action2"":"""",""action3"":"""",""action4"":"""",""athelete_name"":"""",""cam_view"":"""",""position"":"""",""slow_motion"":false,""start_time"":-1,""stop_time"":-1,""dive"":"""",""difficulty"":0,""comment"":"""",""score_time"":-1,""exe_score"":"""",""instances"":[{""cam_view"":""side"",""slow_motion"":false,""stop_time"":12.79,""start_time"":8.59},{""cam_view"":""front"",""slow_motion"":true,""stop_time"":26.72,""start_time"":22.51},{""cam_view"":""side"",""slow_motion"":true,""stop_time"":32.8,""start_time"":27.03}]}]",x,
3KG2UQJ0MJ12VOFH1YFODBBR7YVNQ8,3JEJVC0BACP0ACQ5IL1815R6EAPNK8,Record the start time and stop time of all diving actions in a 1min video,Record the start time and stop time of all diving instances in a ~1min video,"video, segmentation, label",$0.05,Mon Aug 21 11:25:02 PDT 2017,5,BatchId:2913769;OriginalHitTemplateId:920937336;,3600,604800,Mon Aug 28 11:25:02 PDT 2017,,,30LB5CDZNDNBB4MVDQ15HCM4FOFZ0Z,A1GQ7RCLMXLYV0,Submitted,Mon Aug 21 16:39:33 PDT 2017,Mon Aug 21 16:41:19 PDT 2017,Mon Aug 28 16:41:19 PDT 2017,,,,106,100% (16/16),100% (16/16),100% (16/16),http://svcl.ucsd.edu/~yingwei/internal/diving_share/firstphase/video_first10/ZAmJsIcfFOA_048.mp4,"[{""action1"":"""",""action2"":"""",""action3"":"""",""action4"":"""",""athelete_name"":"""",""cam_view"":"""",""position"":"""",""slow_motion"":false,""start_time"":-1,""stop_time"":-1,""dive"":"""",""difficulty"":0,""comment"":"""",""score_time"":-1,""exe_score"":"""",""instances"":[{""cam_view"":""side"",""slow_motion"":false,""stop_time"":8.32,""start_time"":4.31},{""cam_view"":""side"",""slow_motion"":true,""stop_time"":24.07,""start_time"":17.27},{""cam_view"":""top"",""slow_motion"":true,""stop_time"":30.85,""start_time"":26.95}]}]",x,
3KG2UQJ0MJ12VOFH1YFODBBR7YVNQ8,3JEJVC0BACP0ACQ5IL1815R6EAPNK8,Record the start time and stop time of all diving actions in a 1min video,Record the start time and stop time of all diving instances in a ~1min video,"video, segmentation, label",$0.05,Mon Aug 21 11:25:02 PDT 2017,5,BatchId:2913769;OriginalHitTemplateId:920937336;,3600,604800,Mon Aug 28 11:25:02 PDT 2017,,,35L9RVQFCPV505YH5B9I6C66ZNWUH1,A2I6ZDL5F9NR4C,Submitted,Mon Aug 21 15:30:05 PDT 2017,Mon Aug 21 15:31:03 PDT 2017,Mon Aug 28 15:31:03 PDT 2017,,,,58,0% (0/0),0% (0/0),0% (0/0),http://svcl.ucsd.edu/~yingwei/internal/diving_share/firstphase/video_first10/ZAmJsIcfFOA_048.mp4,"[{""action1"":"""",""action2"":"""",""action3"":"""",""action4"":"""",""athelete_name"":"""",""cam_view"":"""",""position"":"""",""slow_motion"":false,""start_time"":-1,""stop_time"":-1,""dive"":"""",""difficulty"":0,""comment"":"""",""score_time"":-1,""exe_score"":"""",""instances"":[{""cam_view"":""front"",""slow_motion"":false,""stop_time"":9.28,""start_time"":4.81},{""cam_view"":""side"",""slow_motion"":true,""stop_time"":23.9,""start_time"":17.67},{""cam_view"":""back"",""slow_motion"":true,""stop_time"":30.79,""start_time"":27.67}]}]",x,
3KG2UQJ0MJ12VOFH1YFODBBR7YVNQ8,3JEJVC0BACP0ACQ5IL1815R6EAPNK8,Record the start time and stop time of all diving actions in a 1min video,Record the start time and stop time of all diving instances in a ~1min video,"video, segmentation, label",$0.05,Mon Aug 21 11:25:02 PDT 2017,5,BatchId:2913769;OriginalHitTemplateId:920937336;,3600,604800,Mon Aug 28 11:25:02 PDT 2017,,,3LPW2N6LKUFTKCEM4989HF3GUCAU5L,A1LPHRWFO0K9UB,Submitted,Mon Aug 21 12:47:46 PDT 2017,Mon Aug 21 12:57:14 PDT 2017,Mon Aug 28 12:57:14 PDT 2017,,,,568,100% (7/7),100% (7/7),100% (7/7),http://svcl.ucsd.edu/~yingwei/internal/diving_share/firstphase/video_first10/ZAmJsIcfFOA_048.mp4,"[{""action1"":"""",""action2"":"""",""action3"":"""",""action4"":"""",""athelete_name"":"""",""cam_view"":"""",""position"":"""",""slow_motion"":false,""start_time"":-1,""stop_time"":-1,""dive"":"""",""difficulty"":0,""comment"":"""",""score_time"":-1,""exe_score"":"""",""instances"":[{""cam_view"":""side"",""slow_motion"":false,""stop_time"":9.02,""start_time"":5.82},{""cam_view"":""side"",""slow_motion"":true,""stop_time"":26.2,""start_time"":18.08}]}]",x,
3KG2UQJ0MJ12VOFH1YFODBBR7YVNQ8,3JEJVC0BACP0ACQ5IL1815R6EAPNK8,Record the start time and stop time of all diving actions in a 1min video,Record the start time and stop time of all diving instances in a ~1min video,"video, segmentation, label",$0.05,Mon Aug 21 11:25:02 PDT 2017,5,BatchId:2913769;OriginalHitTemplateId:920937336;,3600,604800,Mon Aug 28 11:25:02 PDT 2017,,,3RXPCZQMQQOBRCC8JHHGAAP89QZG12,A12NZ6P57IUOP0,Submitted,Mon Aug 21 18:37:44 PDT 2017,Mon Aug 21 18:45:44 PDT 2017,Mon Aug 28 18:45:44 PDT 2017,,,,480,0% (0/0),0% (0/0),0% (0/0),http://svcl.ucsd.edu/~yingwei/internal/diving_share/firstphase/video_first10/ZAmJsIcfFOA_048.mp4,"[{""action1"":"""",""action2"":"""",""action3"":"""",""action4"":"""",""athelete_name"":"""",""cam_view"":"""",""position"":"""",""slow_motion"":false,""start_time"":-1,""stop_time"":-1,""dive"":"""",""difficulty"":0,""comment"":"""",""score_time"":-1,""exe_score"":"""",""instances"":[{""cam_view"":""side"",""slow_motion"":false,""stop_time"":9.07,""start_time"":5.57},{""cam_view"":""side"",""slow_motion"":true,""stop_time"":26.27,""start_time"":17.59},{""cam_view"":""back"",""slow_motion"":true,""stop_time"":30.68,""start_time"":26.76}]}]",x,
3KG2UQJ0MJ12VOFH1YFODBBR7YVNQ8,3JEJVC0BACP0ACQ5IL1815R6EAPNK8,Record the start time and stop time of all diving actions in a 1min video,Record the start time and stop time of all diving instances in a ~1min video,"video, segmentation, label",$0.05,Mon Aug 21 11:25:02 PDT 2017,5,BatchId:2913769;OriginalHitTemplateId:920937336;,3600,604800,Mon Aug 28 11:25:02 PDT 2017,,,3SNLUL3WO507M1H7WWOGY4ZDG4ULUO,A1A8MV3CZHDADG,Submitted,Mon Aug 21 15:00:40 PDT 2017,Mon Aug 21 15:02:42 PDT 2017,Mon Aug 28 15:02:42 PDT 2017,,,,122,0% (0/0),0% (0/0),0% (0/0),http://svcl.ucsd.edu/~yingwei/internal/diving_share/firstphase/video_first10/ZAmJsIcfFOA_048.mp4,"[{""action1"":"""",""action2"":"""",""action3"":"""",""action4"":"""",""athelete_name"":"""",""cam_view"":"""",""position"":"""",""slow_motion"":false,""start_time"":-1,""stop_time"":-1,""dive"":"""",""difficulty"":0,""comment"":"""",""score_time"":-1,""exe_score"":"""",""instances"":[{""cam_view"":""side"",""slow_motion"":false,""stop_time"":7.9,""start_time"":5.54},{""cam_view"":""side"",""slow_motion"":true,""stop_time"":24.14,""start_time"":17.73},{""cam_view"":""back"",""slow_motion"":true,""stop_time"":30.85,""start_time"":26.82}]}]",x,
3HA5ODM5KA5RG933VTQKISK5BPISVJ,3JEJVC0BACP0ACQ5IL1815R6EAPNK8,Record the start time and stop time of all diving actions in a 1min video,Record the start time and stop time of all diving instances in a ~1min video,"video, segmentation, label",$0.05,Mon Aug 21 11:25:02 PDT 2017,5,BatchId:2913769;OriginalHitTemplateId:920937336;,3600,604800,Mon Aug 28 11:25:02 PDT 2017,,,3EWIJTFFVPKD09VZH3NSW2LMRGUE0S,A3D9LMMCE7PDBW,Submitted,Mon Aug 21 12:16:18 PDT 2017,Mon Aug 21 12:21:26 PDT 2017,Mon Aug 28 12:21:26 PDT 2017,,,,308,0% (0/0),0% (0/0),0% (0/0),http://svcl.ucsd.edu/~yingwei/internal/diving_share/firstphase/video_first10/D6zILEKIJbk_032.mp4,"[{""action1"":"""",""action2"":"""",""action3"":"""",""action4"":"""",""athelete_name"":"""",""cam_view"":"""",""position"":"""",""slow_motion"":false,""start_time"":-1,""stop_time"":-1,""dive"":"""",""difficulty"":0,""comment"":"""",""score_time"":-1,""exe_score"":"""",""instances"":[{""cam_view"":""side"",""slow_motion"":false,""stop_time"":11.43,""start_time"":7.07},{""cam_view"":""side"",""slow_motion"":true,""stop_time"":27.15,""start_time"":19.31},{""cam_view"":""front"",""slow_motion"":true,""stop_time"":34.04,""start_time"":28.24}]}]",x,
3HA5ODM5KA5RG933VTQKISK5BPISVJ,3JEJVC0BACP0ACQ5IL1815R6EAPNK8,Record the start time and stop time of all diving actions in a 1min video,Record the start time and stop time of all diving instances in a ~1min video,"video, segmentation, label",$0.05,Mon Aug 21 11:25:02 PDT 2017,5,BatchId:2913769;OriginalHitTemplateId:920937336;,3600,604800,Mon Aug 28 11:25:02 PDT 2017,,,3OJSZ2ATDT9RM12QR1FY7NPWM4N57A,A2KQHXV49W75I4,Submitted,Mon Aug 21 19:23:41 PDT 2017,Mon Aug 21 19:25:00 PDT 2017,Mon Aug 28 19:25:00 PDT 2017,,,,79,0% (0/0),0% (0/0),0% (0/0),http://svcl.ucsd.edu/~yingwei/internal/diving_share/firstphase/video_first10/D6zILEKIJbk_032.mp4,"[{""action1"":"""",""action2"":"""",""action3"":"""",""action4"":"""",""athelete_name"":"""",""cam_view"":"""",""position"":"""",""slow_motion"":false,""start_time"":-1,""stop_time"":-1,""dive"":"""",""difficulty"":0,""comment"":"""",""score_time"":-1,""exe_score"":"""",""instances"":[{""cam_view"":""side"",""slow_motion"":false,""stop_time"":10.92,""start_time"":7},{""cam_view"":""side"",""slow_motion"":true,""stop_time"":27.27,""start_time"":19.22},{""cam_view"":""front"",""slow_motion"":true,""stop_time"":33.43,""start_time"":28.82}]}]",x,
3HA5ODM5KA5RG933VTQKISK5BPISVJ,3JEJVC0BACP0ACQ5IL1815R6EAPNK8,Record the start time and stop time of all diving actions in a 1min video,Record the start time and stop time of all diving instances in a ~1min video,"video, segmentation, label",$0.05,Mon Aug 21 11:25:02 PDT 2017,5,BatchId:2913769;OriginalHitTemplateId:920937336;,3600,604800,Mon Aug 28 11:25:02 PDT 2017,,,3OXV7EAXLF354M1HU8MDMCRGDWO63W,A1A8MV3CZHDADG,Submitted,Mon Aug 21 15:07:36 PDT 2017,Mon Aug 21 15:10:09 PDT 2017,Mon Aug 28 15:10:09 PDT 2017,,,,153,0% (0/0),0% (0/0),0% (0/0),http://svcl.ucsd.edu/~yingwei/internal/diving_share/firstphase/video_first10/D6zILEKIJbk_032.mp4,"[{""action1"":"""",""action2"":"""",""action3"":"""",""action4"":"""",""athelete_name"":"""",""cam_view"":"""",""position"":"""",""slow_motion"":false,""start_time"":-1,""stop_time"":-1,""dive"":"""",""difficulty"":0,""comment"":"""",""score_time"":-1,""exe_score"":"""",""instances"":[{""cam_view"":""side"",""slow_motion"":false,""stop_time"":10.43,""start_time"":7.8},{""cam_view"":""side"",""slow_motion"":true,""stop_time"":25.26,""start_time"":19.22},{""cam_view"":""front"",""slow_motion"":true,""stop_time"":32.77,""start_time"":28.71}]}]",x,
3HA5ODM5KA5RG933VTQKISK5BPISVJ,3JEJVC0BACP0ACQ5IL1815R6EAPNK8,Record the start time and stop time of all diving actions in a 1min video,Record the start time and stop time of all diving instances in a ~1min video,"video, segmentation, label",$0.05,Mon Aug 21 11:25:02 PDT 2017,5,BatchId:2913769;OriginalHitTemplateId:920937336;,3600,604800,Mon Aug 28 11:25:02 PDT 2017,,,3U84XHCDIDQSAS4WWRO7TFCHW04Z4O,A12NZ6P57IUOP0,Submitted,Mon Aug 21 19:06:40 PDT 2017,Mon Aug 21 19:08:55 PDT 2017,Mon Aug 28 19:08:55 PDT 2017,,,,135,0% (0/0),0% (0/0),0% (0/0),http://svcl.ucsd.edu/~yingwei/internal/diving_share/firstphase/video_first10/D6zILEKIJbk_032.mp4,"[{""action1"":"""",""action2"":"""",""action3"":"""",""action4"":"""",""athelete_name"":"""",""cam_view"":"""",""position"":"""",""slow_motion"":false,""start_time"":-1,""stop_time"":-1,""dive"":"""",""difficulty"":0,""comment"":"""",""score_time"":-1,""exe_score"":"""",""instances"":[{""cam_view"":""side"",""slow_motion"":false,""stop_time"":11.8,""start_time"":8.24},{""cam_view"":""side"",""slow_motion"":true,""stop_time"":26.76,""start_time"":19.19},{""cam_view"":""front"",""slow_motion"":true,""stop_time"":33.74,""start_time"":28.76}]}]",x,
3HA5ODM5KA5RG933VTQKISK5BPISVJ,3JEJVC0BACP0ACQ5IL1815R6EAPNK8,Record the start time and stop time of all diving actions in a 1min video,Record the start time and stop time of all diving instances in a ~1min video,"video, segmentation, label",$0.05,Mon Aug 21 11:25:02 PDT 2017,5,BatchId:2913769;OriginalHitTemplateId:920937336;,3600,604800,Mon Aug 28 11:25:02 PDT 2017,,,3YDGXNSEO07DQW39N1OUGVFDXRT84O,A1GQ7RCLMXLYV0,Submitted,Mon Aug 21 17:26:42 PDT 2017,Mon Aug 21 17:28:49 PDT 2017,Mon Aug 28 17:28:49 PDT 2017,,,,127,100% (16/16),100% (16/16),100% (16/16),http://svcl.ucsd.edu/~yingwei/internal/diving_share/firstphase/video_first10/D6zILEKIJbk_032.mp4,"[{""action1"":"""",""action2"":"""",""action3"":"""",""action4"":"""",""athelete_name"":"""",""cam_view"":"""",""position"":"""",""slow_motion"":false,""start_time"":-1,""stop_time"":-1,""dive"":"""",""difficulty"":0,""comment"":"""",""score_time"":-1,""exe_score"":"""",""instances"":[{""cam_view"":""side"",""slow_motion"":false,""stop_time"":10.74,""start_time"":8.43},{""cam_view"":""side"",""slow_motion"":true,""stop_time"":25.52,""start_time"":19.35},{""cam_view"":""front"",""slow_motion"":true,""stop_time"":33.35,""start_time"":28.93}]}]",x,
3YGYP13641M27PUHED4OI1LW3KXNR9,3JEJVC0BACP0ACQ5IL1815R6EAPNK8,Record the start time and stop time of all diving actions in a 1min video,Record the start time and stop time of all diving instances in a ~1min video,"video, segmentation, label",$0.05,Mon Aug 21 11:25:02 PDT 2017,5,BatchId:2913769;OriginalHitTemplateId:920937336;,3600,604800,Mon Aug 28 11:25:02 PDT 2017,,,373ERPL3YPL3PMXV1BV2FKMA3I6TRP,A2ROIDVBEOPSI2,Submitted,Mon Aug 21 14:30:12 PDT 2017,Mon Aug 21 14:33:13 PDT 2017,Mon Aug 28 14:33:13 PDT 2017,,,,181,0% (0/0),0% (0/0),0% (0/0),http://svcl.ucsd.edu/~yingwei/internal/diving_share/firstphase/video_first10/ZAmJsIcfFOA_035.mp4,"[{""action1"":"""",""action2"":"""",""action3"":"""",""action4"":"""",""athelete_name"":"""",""cam_view"":"""",""position"":"""",""slow_motion"":false,""start_time"":-1,""stop_time"":-1,""dive"":"""",""difficulty"":0,""comment"":"""",""score_time"":-1,""exe_score"":"""",""instances"":[{""cam_view"":""side"",""slow_motion"":false,""stop_time"":19.99,""start_time"":6.93},{""cam_view"":""side"",""slow_motion"":true,""stop_time"":37.02,""start_time"":29.01},{""cam_view"":""top"",""slow_motion"":true,""stop_time"":45.24,""start_time"":37.94}]}]",x,
3YGYP13641M27PUHED4OI1LW3KXNR9,3JEJVC0BACP0ACQ5IL1815R6EAPNK8,Record the start time and stop time of all diving actions in a 1min video,Record the start time and stop time of all diving instances in a ~1min video,"video, segmentation, label",$0.05,Mon Aug 21 11:25:02 PDT 2017,5,BatchId:2913769;OriginalHitTemplateId:920937336;,3600,604800,Mon Aug 28 11:25:02 PDT 2017,,,379J5II41PTQX5KL6W9BUMDAUGPLEW,A12NZ6P57IUOP0,Submitted,Mon Aug 21 18:45:56 PDT 2017,Mon Aug 21 18:52:14 PDT 2017,Mon Aug 28 18:52:14 PDT 2017,,,,378,0% (0/0),0% (0/0),0% (0/0),http://svcl.ucsd.edu/~yingwei/internal/diving_share/firstphase/video_first10/ZAmJsIcfFOA_035.mp4,"[{""action1"":"""",""action2"":"""",""action3"":"""",""action4"":"""",""athelete_name"":"""",""cam_view"":"""",""position"":"""",""slow_motion"":false,""start_time"":-1,""stop_time"":-1,""dive"":"""",""difficulty"":0,""comment"":"""",""score_time"":-1,""exe_score"":"""",""instances"":[{""cam_view"":""side"",""slow_motion"":false,""stop_time"":19.26,""start_time"":16.06},{""cam_view"":""side"",""slow_motion"":true,""stop_time"":35.72,""start_time"":29.05},{""cam_view"":""top"",""slow_motion"":true,""stop_time"":45.23,""start_time"":37.79}]}]",x,
3YGYP13641M27PUHED4OI1LW3KXNR9,3JEJVC0BACP0ACQ5IL1815R6EAPNK8,Record the start time and stop time of all diving actions in a 1min video,Record the start time and stop time of all diving instances in a ~1min video,"video, segmentation, label",$0.05,Mon Aug 21 11:25:02 PDT 2017,5,BatchId:2913769;OriginalHitTemplateId:920937336;,3600,604800,Mon Aug 28 11:25:02 PDT 2017,,,3FIJLY1B6VH8U4ZFTZMOTL7UBS7PFK,A1YGSIQI52QT9L,Submitted,Mon Aug 21 20:31:49 PDT 2017,Mon Aug 21 20:32:52 PDT 2017,Mon Aug 28 20:32:52 PDT 2017,,,,63,100% (48/48),100% (48/48),100% (48/48),http://svcl.ucsd.edu/~yingwei/internal/diving_share/firstphase/video_first10/ZAmJsIcfFOA_035.mp4,"[{""action1"":"""",""action2"":"""",""action3"":"""",""action4"":"""",""athelete_name"":"""",""cam_view"":"""",""position"":"""",""slow_motion"":false,""start_time"":-1,""stop_time"":-1,""dive"":"""",""difficulty"":0,""comment"":"""",""score_time"":-1,""exe_score"":"""",""instances"":[{""cam_view"":""side"",""slow_motion"":false,""stop_time"":19.14,""start_time"":3.19},{""cam_view"":""side"",""slow_motion"":true,""stop_time"":35.28,""start_time"":29.03},{""cam_view"":""top"",""slow_motion"":true,""stop_time"":44.63,""start_time"":38.02}]}]",x,
